ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
45536040,KERSON spol. s r.o.,112,Společnost s ručením omezeným,1992-02-21,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
45536422,STAKO Červený Kostelec s.r.o.,112,Společnost s ručením omezeným,1992-02-27,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,4120,Výstavba bytových a nebytových budov
45536864,A G Á T s.r.o.,112,Společnost s ručením omezeným,1992-03-05,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,16230,Výroba ostatních výrobků stavebního truhlářství a tesařství
45537305,Vanderlaan s.r.o.,112,Společnost s ručením omezeným,1992-04-08,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
45537453,L O U Č K A Pardubice s.r.o.,112,Společnost s ručením omezeným,1992-03-17,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,4120,Výstavba bytových a nebytových budov
45537585,"Rudolf Kmoch, spol. s r.o.",112,Společnost s ručením omezeným,1992-03-18,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
45537691,"GPlus, s. r. o.",112,Společnost s ručením omezeným,1992-03-19,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,71122,Zeměměřické a kartografické činnosti
45538425,"HOLD, s.r.o.",112,Společnost s ručením omezeným,1992-03-31,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,42110,Výstavba silnic a dálnic
45539006,NOVOSTAV s.r.o.,112,Společnost s ručením omezeným,1992-04-07,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,42110,Výstavba silnic a dálnic
45539006,NOVOSTAV s.r.o.,112,Společnost s ručením omezeným,1992-04-07,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,42110,Výstavba silnic a dálnic
45539120,BOSS spol. s r.o.,112,Společnost s ručením omezeným,1992-04-09,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,4120,Výstavba bytových a nebytových budov
45539731,ExcelFOTO s.r.o.,112,Společnost s ručením omezeným,1992-04-16,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,731,Reklamní činnosti
45539928,"Fisher Scientific, spol. s r.o.",112,Společnost s ručením omezeným,1992-04-21,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,46750,Velkoobchod s chemickými výrobky
45539987,"HGH, s.r.o.",112,Společnost s ručením omezeným,1992-04-21,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,25720,Výroba zámků a kování
45559287,Vladimír Votava,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1992-08-31,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,310,Výroba nábytku
45564582,Dušan Svíba,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-03-17,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
45564582,Dušan Svíba,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-03-17,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
45594341,Stanislav Horáček,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-09-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,25720,Výroba zámků a kování
45596298,Antonín Hlava,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-10-22,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,80100,Činnosti soukromých bezpečnostních agentur
45597065,Ing.arch. POUL RADEK,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1992-11-06,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
45597618,MS Jizera Semily z.s.,706,Spolek,1992-08-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,01700,Lov a odchyt divokých zvířat a související činnosti
45597782,"FK Košťálov , o.s.",706,Spolek,1992-10-12,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,931,Sportovní činnosti
45597782,"FK Košťálov , o.s.",706,Spolek,1992-10-12,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,931,Sportovní činnosti
45597961,"TJ Vysoké nad Jizerou, z. s.",706,Spolek,1991-01-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93190,Ostatní sportovní činnosti
45598029,Sbor Jednoty bratrské v Turnově,721,Církevní organizace,1992-12-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94910,Činnosti náboženských organizací
45598126,"TJ SOKOL Roprachtice,spolek",706,Spolek,1991-03-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,931,Sportovní činnosti
45598240,TJ Sokol Horní Branná,706,Spolek,1991-02-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,931,Sportovní činnosti
45598266,"TJ JACHTING LIBŠTÁT, Z.S.",706,Spolek,1991-01-09,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,931,Sportovní činnosti
45598274,Sportovní klub policie Harrachov,706,Spolek,1992-12-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93120,Činnosti sportovních klubů
45598363,TJ Jilemnice,706,Spolek,1992-12-28,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,931,Sportovní činnosti
45598525,Pěvecký spolek Jizeran Semily,706,Spolek,1992-04-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,90040,Provozování kulturních zařízení
45599696,Oblastní charita Jilemnice,721,Církevní organizace,1992-05-31,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,87100,Sociální péče ve zdravotnických zařízeních ústavní péče
45611262,"Mgr. Michal Mazel, advokát",105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1992-07-28,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
45636648,Jan Vítek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-02-17,,14100,Zaměstnavatelé,20 - 24 zaměstnanci,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
45645922,MUDr. Tomáš Konečný,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1994-07-15,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,8623,Zubní péče
45646678,Vlastimil Starý,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-09-30,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,43320,Truhlářské práce
45647534,Ondřej Srnský,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-01-03,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,49410,Silniční nákladní doprava
45649294,Jan Štefáček,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-12-09,,14100,Zaměstnavatelé,10 - 19 zaměstnanců,4120,Výstavba bytových a nebytových budov
45649693,Ing. Karel Sýkora,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-02-01,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,43320,Truhlářské práce
45655901,MUDr. Vladimír Šušol,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1994-09-01,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,86230,Zubní péče
45659028,"Portimo, o.p.s.",141,Obecně prospěšná společnost,1998-05-11,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
45671494,"TJ SOKOL Dyje, z. s.",706,Spolek,1993-04-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
45693463,Eduard Navrátil,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-12-31,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
45693820,Ing. Maung Hla Shwe,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-07-07,2015-01-21,14200,Osoby samostatně výdělečně činné,Neuvedeno,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
45694486,Josef Bárta,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-11-12,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43290,Ostatní stavební instalace
45701393,ZBYNĚK HOZÁK,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1994-02-24,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
45701822,"Fokus Praha, z.ú.",161,Ústav,1992-12-29,,15002,Neziskové instituce sloužící domácnostem soukromé národní,250 - 499 zaměstnanců,88102,Ambulantní nebo terénní sociální služby pro osoby se zdravotním postižením
45717648,Petr Štiber,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-06-17,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,43910,Pokrývačské práce
45728887,"RNDr. Bohuslav Škop, CSc.",101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-08-24,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,620,Činnosti v oblasti informačních technologií
45730547,Ladislav Šustr,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-09-07,,14200,Osoby samostatně výdělečně činné,Neuvedeno,62020,Poradenství v oblasti informačních technologií
45733651,Roman Tlášek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-06-24,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
45739544,Ing. Jitka Jarošová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-08-25,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
45760632,Miloš Růžička,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-11-26,,14200,Osoby samostatně výdělečně činné,Neuvedeno,81290,Ostatní úklidové činnosti
45768676,"Organizace pro pomoc uprchlíkům, z.s.",706,Spolek,1991-11-28,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
45769851,Ministerstvo zahraničních věcí,325,Organizační složka státu,1992-08-21,,13110,Ústřední vládní instituce,1500 - 1999 zaměstnanců,8421,Činnosti v oblasti zahraničních věcí
45770654,Nové sdružení pražských umělců,706,Spolek,1992-09-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
45771570,"Sdružení automobilových dopravců ČESMAD BOHEMIA, z.s.",706,Spolek,1992-09-09,,15002,Neziskové instituce sloužící domácnostem soukromé národní,100 - 199 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
45772568,Hanns - Seidel - Stiftung e. V.,921,Mezinárodní organizace a sdružení,1991-08-08,,15003,Neziskové instituce sloužící domácnostem pod zahraniční kontrolou,1 - 5 zaměstnanců,94999,Činnosti ostatních organizací j. n.
45772657,"Sdružení pro oceňování kvality, z.s.",706,Spolek,1992-09-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
45773521,"Nadace Partnerství (v mezinárodním styku ""Czech Environmental Partnership Foundation - CEPF)",117,Nadace,1992-09-24,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
45773688,"Asociace školních sportovních klubů České republiky, z.s.",706,Spolek,1992-07-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,93110,Provozování sportovních zařízení
45784914,Magdalena Timplová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-11-12,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,141,"Výroba oděvů, kromě kožešinových výrobků"
45786020,"Intergate, s.r.o.",112,Společnost s ručením omezeným,1993-01-29,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
45786020,"Intergate, s.r.o.",112,Společnost s ručením omezeným,1993-01-29,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
45786887,Lékárna Na chmelnici spol. s r.o.,112,Společnost s ručením omezeným,1993-01-29,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,47730,Maloobchod s farmaceutickými přípravky
45788049,"AKCENTA, s.r.o.",112,Společnost s ručením omezeným,1993-02-05,,11002,Nefinanční podniky soukromé národní,Neuvedeno,58110,Vydávání knih
45788677,COM-TIP s.r.o.,112,Společnost s ručením omezeným,1993-02-09,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,3530,"Výroba a rozvod tepla a klimatizovaného vzduchu, výroba ledu"
45788847,"ISPRA - JV, s.r.o.",112,Společnost s ručením omezeným,1993-02-08,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
45789347,UNIVERSE AGENCY spol.s r.o.,112,Společnost s ručením omezeným,1992-10-15,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46490,Velkoobchod s ostatními výrobky převážně pro domácnost
45789584,"AUTO JAROV, s.r.o.",112,Společnost s ručením omezeným,1992-10-13,,11002,Nefinanční podniky soukromé národní,500 - 999 zaměstnanců,45110,Obchod s automobily a jinými lehkými motorovými vozidly
45790540,FPM-BECON spol. s r.o.,112,Společnost s ručením omezeným,1992-10-16,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,16230,Výroba ostatních výrobků stavebního truhlářství a tesařství
45790884,"Fresenius Medical Care - ČR, s.r.o.",112,Společnost s ručením omezeným,1992-10-19,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
45791406,AutoFREIBERG spol. s r.o.,112,Společnost s ručením omezeným,1992-10-26,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,45110,Obchod s automobily a jinými lehkými motorovými vozidly
45793263,VERDER s.r.o.,112,Společnost s ručením omezeným,1992-07-13,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
45793263,VERDER s.r.o.,112,Společnost s ručením omezeným,1992-07-13,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
45793972,BIT SERVIS spol. s r.o.,112,Společnost s ručením omezeným,1992-07-15,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,62030,Správa počítačového vybavení
45794120,ETL-Ekotherm a.s.,121,Akciová společnost,1992-07-17,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
45794120,ETL-Ekotherm a.s.,121,Akciová společnost,1992-07-17,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
45794707,"ARAMARK, s.r.o.",112,Společnost s ručením omezeným,1992-07-20,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1000 - 1499 zaměstnanců,56291,Stravování v závodních kuchyních
45794707,"ARAMARK, s.r.o.",112,Společnost s ručením omezeným,1992-07-20,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1000 - 1499 zaměstnanců,56291,Stravování v závodních kuchyních
45794898,HOTEL AMBASSADOR ZLATÁ HUSA spol. s r.o.,112,Společnost s ručením omezeným,1992-07-22,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,55101,Hotely
45795908,České aerolinie a.s.,121,Akciová společnost,1992-07-30,,11002,Nefinanční podniky soukromé národní,1000 - 1499 zaměstnanců,51103,Mezinárodní pravidelná letecká osobní doprava
45796238,"SOFTWARE AG, s.r.o.",112,Společnost s ručením omezeným,1994-03-31,2014-01-13,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,Neuvedeno,62020,Poradenství v oblasti informačních technologií
45796572,"ATELIER RENO, spol. s r.o.",112,Společnost s ručením omezeným,1992-07-22,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,71110,Architektonické činnosti
45797072,Pozemkový fond České republiky,381,Fond (ze zákona),1992-07-29,2013-02-01,,,Neuvedeno,84130,Regulace a podpora podnikatelského prostředí
45797170,"HaskoningDHV Czech Republic, spol. s r.o.",112,Společnost s ručením omezeným,1992-07-31,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
45797633,Power Systems s.r.o.,112,Společnost s ručením omezeným,1992-07-31,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,62020,Poradenství v oblasti informačních technologií
45798621,"Progres Partners Advertising, s.r.o.",112,Společnost s ručením omezeným,1992-06-17,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,73110,Činnosti reklamních agentur
45800065,"ENVIROTECH, s.r.o.",112,Společnost s ručením omezeným,1992-06-16,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
45800995,K S F spol. s r.o.,112,Společnost s ručením omezeným,1992-06-23,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4221,Výstavba inženýrských sítí pro kapaliny a plyny
45800995,K S F spol. s r.o.,112,Společnost s ručením omezeným,1992-06-23,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4221,Výstavba inženýrských sítí pro kapaliny a plyny
45801924,TOYOTA TSUSHO PRAHA s.r.o.,112,Společnost s ručením omezeným,1992-06-29,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
45803820,"RANCK, s.r.o.",112,Společnost s ručením omezeným,1992-07-03,,11002,Nefinanční podniky soukromé národní,Neuvedeno,46900,Nespecializovaný velkoobchod
45804273,"BOLID, spol. s r.o.",112,Společnost s ručením omezeným,1992-08-04,,11002,Nefinanční podniky soukromé národní,Neuvedeno,46900,Nespecializovaný velkoobchod
45804371,"INSTALACE Praha, spol. s r.o.",112,Společnost s ručením omezeným,1992-09-24,,11002,Nefinanční podniky soukromé národní,200 - 249 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
45805202,"ČSAD SVT Praha, s.r.o.",112,Společnost s ručením omezeným,1992-08-07,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,62010,Programování
45805369,ŠkoFIN s.r.o.,112,Společnost s ručením omezeným,1992-08-10,,12503,Ostatní finanční zprostředkovatelé (kromě IC a PF) pod zahraniční kontrolou,250 - 499 zaměstnanců,64910,Finanční leasing
45805822,Printek s.r.o.,112,Společnost s ručením omezeným,1992-08-13,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
45806276,P.DUSSMANN spol. s r.o.,112,Společnost s ručením omezeným,1992-08-13,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,81210,Všeobecný úklid budov
45806799,"ARISTIA, spol. s r.o.",112,Společnost s ručením omezeným,1992-08-17,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,62030,Správa počítačového vybavení
45807159,"Ondřej - Meissner, spol. s r.o.",112,Společnost s ručením omezeným,1992-08-18,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,7112,Inženýrské činnosti a související technické poradenství
45807787,"STROJSERVIS Praha, s.r.o.",112,Společnost s ručením omezeným,1992-08-20,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,45190,"Obchod s ostatními motorovými vozidly, kromě motocyklů"
45808163,"FASS, s.r.o.",112,Společnost s ručením omezeným,1992-08-26,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,74902,Poradenství v oblasti požární ochrany
45809003,"PANTER, spol. s r. o.",112,Společnost s ručením omezeným,1992-08-26,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,20 - 24 zaměstnanci,46520,Velkoobchod s elektronickým a telekomunikačním zařízením a jeho díly
45809712,"FCC Česká republika, s.r.o.",112,Společnost s ručením omezeným,1992-08-31,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1000 - 1499 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
45809828,P A L U X  C.S. spol. s r.o.,112,Společnost s ručením omezeným,1992-08-28,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,46520,Velkoobchod s elektronickým a telekomunikačním zařízením a jeho díly
45827681,Milada Zachová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-04-29,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,960,Poskytování ostatních osobních služeb
45840971,Ing.Cyril Mikyška-ATELIER ŽIVOTNÍHO PROSTŘEDÍ,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-07-20,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
45843350,Ladislav Janda,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-08-04,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
45871337,Ing. Jiří Aron,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1992-06-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,35110,Výroba elektřiny
45910961,Zdeněk Benc,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1997-06-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,95250,"Opravy hodin, hodinek a klenotnických výrobků"
45919887,Miloš Kňourek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-02-22,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43342,Malířské a natěračské práce
45928843,Leoš Malík,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-10-14,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
45946191,Blanka Brandýská,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,2003-03-28,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,86909,Ostatní činnosti související se zdravotní péčí j. n.
45946191,Blanka Brandýská,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,2003-03-28,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,86909,Ostatní činnosti související se zdravotní péčí j. n.
45950652,František Kavka,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1995-02-01,,14200,Osoby samostatně výdělečně činné,Neuvedeno,43320,Truhlářské práce
45961310,Jiří Semerád,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-09-10,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43910,Pokrývačské práce
45988960,Milena Mouchová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-05-05,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,64929,Ostatní poskytování úvěrů j. n.
45993769,Jan Žíla,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-08-12,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,66210,Vyhodnocování rizik a škod
45999040,Minh Tuan Vu,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1994-01-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,74300,Překladatelské a tlumočnické činnosti
46000925,Karel Pejznoch,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-01-27,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,331,"Opravy kovodělných výrobků, strojů a zařízení"
46000925,Karel Pejznoch,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-01-27,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,331,"Opravy kovodělných výrobků, strojů a zařízení"
46013351,Ing. Marek Hanuš,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-03-11,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
46016163,Ing. Miroslav Fišer,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-01-18,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,41202,Výstavba nebytových budov
46017542,Tomáš Kirschner,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-01-31,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,71110,Architektonické činnosti
46031561,František Říha,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-09-25,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
46031677,Ing. Petr Patrman,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-10-02,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
46032711,Zdeněk Jeřábek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-11-10,,14100,Zaměstnavatelé,6 - 9 zaměstnanců,4120,Výstavba bytových a nebytových budov
46033076,Bohumil Havlíček,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-11-11,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,69200,Účetnické a auditorské činnosti; daňové poradenství
46034013,Jan Maděra,107,Zemědělský podnikatel - fyzická osoba nezapsaná v obchodním rejstříku,1992-12-23,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,01500,Smíšené hospodářství
