ds,ico,nazev
a5ubxb8,00258121,Obec Mladotice
39ya6vr,00256935,Obec Mladý Smolivec
xvibxcb,00258903,Obec Mlečice
yi5aqun,00526151,Obec Mlékojedy
udebr48,00269140,OBEC MLÉKOSRBY
nbta8jt,00573434,Obec Mlýnské Struhadlo
dmnb6t4,00252565,Obec Mlýny
tviat7w,00264075,Obec Mnetěš
268aus8,00248665,Obec Mnich
wb7b5hc,00254096,Obec Mnichov
tnibif5,00572225,Obec Mnichov
6h9edy9,00667714,Obec Mnichov
i3gakm9,00232262,Obec Mnichovice
prjbpvy,00263001,Obec Mníšek
gqcbsh6,00240486,Obec Mochov
nfbavfn,00255823,Obec Mochtín
i9zbh4e,00572578,Obec Močerady
92ea3av,00640077,Obec Močovice
bwnbcqk,00266493,Obec Modlany
bdmbgms,00640158,OBEC MODLETICE
fykbmmb,00579963,Obec Modlíkov
i76bzz3,00362344,Obec Modrá
dpge6uw,00581763,Obec Modrá Hůrka
vpubxuf,00573418,Obec Modrava
i9wbufh,00275921,Obec Modřišice
ftma7as,00875872,Obec Modřovice
bjrau6v,00256951,Obec Mohelnice
9aab7sb,00509141,Obec Mohelnice nad Jizerou
je3bm4w,00665665,Obec Mojné
jy3a43e,00273970,Obec Mokošín
i3aa9be,00282111,Obec Mokrá - Horákov
q43a56s,00579131,OBEC MOKRÉ
egzbm8r,00300462,Obec Mokré Lazce
qrsbxya,00573329,Obec Mokrosuky
k5naw9a,00574309,Obec Mokrouše
r4ha6p9,00269158,OBEC MOKROVOUSY
j9qajkp,00242764,Obec Mokrovraty
qesbsrk,00581771,Obec Mokrý Lom
5xbbt7m,00266507,Obec Moldava v Krušných horách
usca438,00270547,Obec Morašice
5jma435,00580678,Obec Morašice
ytebgr7,00637441,Obec Morašice
ecwa44x,00277029,Obec Morašice
v7ea2gk,00285129,Obec Moravany
hitbcp4,00273988,Obec Moravany
bsjatks,00282120,Obec Moravany
pbcawr7,00294829,Obec Moravec
utza9us,00599603,Obec Moravecké Pavlovice
j2ibwi2,00248673,Obec Moraveč
bxmaxka,00635391,Obec Moravice
uwfbm72,00303046,Obec Moravičany
5r6b2ib,00296945,Obec Morávka
yvcanhh,00488208,Obec Moravské Bránice
umaay3r,00488216,Obec Moravské Knínice
t9ba8ye,00292079,Obec Moravské Málkovice
pxsar3y,00576042,Obec Moravskoslezský Kočov
krkbhhz,00285137,Obec Moravský Písek
6yhbn6j,00283371,OBEC MORAVSKÝ ŽIŽKOV
555bsmm,00283380,Obec Morkůvky
3xuawvr,00288462,Obec Mořice
9jtbjid,00233595,Obec Mořina
rbkidvm,00509761,Obec Mořinka
vn3bqan,00298191,Obec Mořkov
4pka3rm,00279242,Obec Mostek
8ribcna,00278157,OBEC MOSTEK
giebrax,00600032,Obec Mostkovice
xx9bcnf,00296953,Obec Mosty u Jablunkova
tq9axrb,00600792,Obec Mošnov
szzbzgf,00373460,Obec Mouchnice
32dayvy,70810877,Obec Mouřínov
rf9anpc,00282154,Obec Moutnice
u25jdtk,00232271,Obec Mrač
tv2b2sx,60104171,Obec Mrákotín
b9uau97,00253618,Obec Mrákov
v6masws,00240494,Obec Mratín
66qarck,47934701,Obec Mrlínek
8fhasb9,64990940,Obec Mrsklesy
xtaawbu,00258130,Obec Mrtník
dxaa782,00473723,Obec Mrzky
9exasur,00275930,OBEC MŘÍČNÁ
97dbhme,00244104,Obec Mšecké Žehrovice
qsnbu7y,00264083,Obec Mšené lázně
j6bakdp,00509132,Obec Mukařov
qyvaxdz,00240508,Obec Mukařov
edpbcnp,00244112,Obec Mutějovice
5kebcmv,00285145,Obec Mutěnice
uqsamxn,46687718,Obec Mutěnice
qhpajdi,00572560,Obec Mutěnín
haxb5qm,48770485,Obec Mutkov
5h3amxi,00581780,Obec Mydlovary
paabm8j,00288489,Obec Myslejovice
3bhaq8v,42634598,Obec Mysletice
xdnazf2,00476455,Obec Mysletín
pf8bpfu,00286281,Obec Mysliboř
idaawvz,00289949,Obec Myslibořice
v5db63c,00583979,Obec Myslín
36dbucv,00573019,Obec Myslinka
t3abh48,00255840,Obec Myslív
aurefs8,00667048,Obec Myslkovice
5x4b3rh,00284211,Obec Mysločovice
4ujbh44,00573442,Obec Myslovice
8wpa6bq,00269166,OBEC MYŠTĚVES
wrbats5,00251542,Obec Myštice
pkpaw7d,00269174,OBEC MŽANY
4pbb2ss,00270563,Obec Nabočany
n57a44t,00270571,Obec Načešice
jzubcm6,00249891,Obec Nadějkov
2azbf6t,00373842,Obec Nadějov
nw7btcz,00572926,Obec Nadryby
xfba58i,00272850,OBEC NAHOŘANY
rrhazgj,00636401,Obec Nahošovice
a8jbcma,00299251,Obec Náklo
3iza9jr,00581798,Obec Nákří
pvxa9ym,00378208,Obec Naloučany
vq4ajpw,00242772,Obec Nalžovice
u2ta8aq,00378216,Obec Nárameč
z5rbyug,00662895,Obec Narysov
dgva3se,00854000,Obec Nasavrky
68ced3h,00667056,Obec Nasavrky
76rbm5z,00285153,Obec Násedlovice
iftayva,00637459,Obec Našiměřice
ddabq9i,00226220,Obec Návojná
qfnbpya,60781688,Obec Návsí
d3aidxn,00250597,Obec Nebahovy
guqbckr,00254118,Obec Nebanice
dcpauzm,00574198,Obec Nebílovy
encas7z,00488097,Obec Nebovidy
htgas8d,00235571,Obec Nebovidy
uxhawqn,00667722,Obec Nebřehovice
j46bm78,00237086,Obec Nebužely
u2zajkj,00242829,Obec Nechvalice
7x5a2zy,00488445,Obec Nechvalín
w96bcj5,00242799,Obec Nečín
ngvbcj9,00258156,Obec Nečtiny
i6eb7jk,00245224,Obec Nedabyle
dpkbcjd,00291145,Obec Nedachlebice
puvbzf2,00291153,Obec Nedakonice
4wbbcii,00284246,Obec Nedašov
qfjb2bd,00226211,Obec Nedašova Lhota
cbkappm,00653357,OBEC NEDĚLIŠTĚ
ja3asm2,00662259,Obec Nedomice
2ikbm6i,00242802,Obec Nedrahovice
xxga44m,00277053,Obec Nedvězí
tqybwsg,43313884,Obec Nehodiv
7yzax8p,00579971,Obec Nejepín
4ftbifz,00258164,Obec Nekmíř
8qra44i,00279269,Obec Nekoř
dmubh5x,00256978,Obec Nekvasovy
t42bciq,00237094,Obec Nelahozeves
p3yayur,00365297,Obec Nelepeč-Žernůvka
rrbbm6n,00636410,Obec Nelešovice
ne5bh5t,00253634,Obec Nemanice
hfha253,00292109,Obec Němčany
dbwamfu,00238317,Obec Němčice
ceqbmxs,00544604,Obec Němčice
hh2a45c,00580589,Obec Němčice
ncpa5sh,00279277,Obec Němčice
xg6anbx,00667731,Obec Němčice
apqatuc,00250554,Obec Němčice
wambndp,00665169,Obec Němčice
snzbt9r,00841811,Obec Němčice
us2bny4,00572489,Obec Němčice
a34b4vs,00488054,Obec Němčičky
jbrbciu,00637467,Obec Němčičky
4ynb28y,00283401,Obec Němčičky
usxbzb7,00573922,Obec Němčovice
8afanbr,00667749,Obec Němětice
7s3awzg,00635871,Obec Nemile
k56b5ub,00373508,Obec Nemochovice
aigbciy,00292125,Obec Nemojany
pb5a6b2,00278165,OBEC NEMOJOV
zq7bch8,00292133,Obec Nemotice
38eapr5,00271870,Obec Nemyčeves
qeya53g,00509451,Obec Nemyslovice
ebcamya,00667064,Obec Nemyšl
s3xa68r,00509779,Obec Nenačovice
2jja828,00488852,Obec Nenkovice
qxwbchb,00581801,Obec Neplachov
vrkbsav,00561193,Obec Neplachovice
vz6bi69,00269212,OBEC NEPOLISY
2dma7tz,00236250,Obec Nepoměřice
67haywd,00662909,Obec Nepomuk
875aueu,00640492,Obec Neprobylice
aj2btnm,00238333,Obec Nepřevázka
53sa3x8,00580686,Obec Neratov
sjuedxy,00511731,Obec Nerestce
rsaa82b,00282197,Obec Neslovice
7dcbcgm,00292141,Obec Nesovice
zy3ajgq,00232335,Obec Nespeky
pb2bgn3,00662917,Obec Nestrašovice
d8tajy3,00244121,Obec Nesuchyně
3yqat4g,00637505,Obec Nesvačilka
tjeaj7x,00509787,Obec Nesvačily
t8cbm4q,00599611,Obec Netín
qnrapd2,00640581,Obec Netřebice
mx2atsa,00246018,Obec Netřebice
w8ebh5m,00256994,Obec Netunice
k8vbi6d,00568660,Obec Neubuz
xzwbhfx,00572331,Obec Neuměř
3afbgpa,00234729,Obec Neuměřice
t3da7r8,00233633,Obec Neumětely
cfkbi6h,00257001,Obec Neurazy
v2cawg4,00286303,Obec Nevcehle
si4anfs,00509167,Obec Neveklovice
e5fbhih,00511757,Obec Nevězice
jxzbuit,00519995,Obec Nevid
umvbvbq,00292150,Obec Nevojice
feyavak,00572187,Obec Nevolice
bm7a9h9,00578452,Obec Nevratice
2xmansf,00573094,Obec Nevřeň
4fwa74y,00639931,Obec Nezabudice
nnzaq4c,00673170,Obec Nezabylice
zi3bxy6,43313931,Obec Nezamyslice
fq7asxh,49180509,Obec Nezbavětice
yirbz8x,00291161,Obec Nezdenice
h5bbz9j,00573370,Obec Nezdice
accbxzw,00255912,Obec Nezdice na Šumavě
k3qbrhy,00574112,Obec Nezdřev
pfcbr83,00257028,Obec Nezvěstice
m9dat8f,00583405,Obec Nicov
n4mamy6,00251593,Obec Nihošovice
ezxbunn,00842699,Obec Níhov
p9qbnr4,00283410,Obec Nikolčice
nz4ajyx,00509426,Obec Niměřice
a4abf7j,00378232,Obec Nimpšov
253bwkq,00667757,Obec Nišovice
v86auw3,00544591,Obec Nítkovice
5ffawac,00288519,Obec Niva
8k6bsjq,00291170,Obec Nivnice
ppwbi4g,00233641,Obec Nižbor
378bcfa,00294870,Obec Nížkov
texbcfe,00292168,Obec Nížkovice
nztbiz5,00577065,Obec Nižní Lhoty
crmb5hk,00296252,Obec Norberčany
ufcaxui,00662208,Obec Nosálov
h3rbi5y,00577049,Obec Nošovice
rdcbv3b,00583511,Obec Nová Buková
9wqb245,00287555,Obec Nová Dědina
r6ubvdm,00575658,Obec Nová Hradečná
imnbcfi,00285188,Obec Nová Lhota
zs2aukk,00512800,Obec Nová Olešná
ywcjdx9,00250619,Obec Nová Pec
4iiaxr5,00852759,Obec Nová Pláň
sbba456,00579581,Obec Nová Sídla
ucwajh9,00508951,Obec Nová Telib
xbqbtpq,00637530,Obec Nová Ves
zsubhap,00237132,Obec Nová Ves
5z5aw6q,00599620,Obec Nová Ves
nxgaubr,00581810,Obec Nová Ves
6vvbxhf,00545651,Obec Nová Ves
x2va4bm,00556351,Obec Nová Ves
jznbzbb,00574287,Obec Nová Ves
we4av5a,00475491,Obec Nová Ves
9yjbi7g,00831433,Obec Nová Ves
p79avag,00572632,Obec Nová Ves
vkfbymg,00240532,Obec Nová Ves
2rpamja,00259519,Obec Nová Ves
g3qancj,46687726,Obec Nová Ves
4hrap7b,00579092,OBEC NOVÁ VES
visbtux,00235580,Obec Nová Ves I
rjabxai,00666475,Obec Nová Ves nad Lužnicí
jjhedsu,00262498,Obec Nová Ves nad Nisou
28yan8n,00275948,Obec Nová Ves nad Popelkou
8hubgzm,00242861,Obec Nová Ves pod Pleší
m47amfq,00508918,Obec Nová Ves u Bakova
2kiatwu,00579980,Obec Nová Ves u Chotěboře
srfb8k3,00252603,Obec Nová Ves u Chýnova
24ka452,00579599,Obec Nová Ves u Jarošova
hkgbhgk,00267929,Obec Nová Ves u Leštiny
7vkayzp,00667072,Obec Nová Ves u Mladé Vožice
hqxaq87,00842630,Obec Nová Ves u Nového Města na Moravě
3q2ayfv,65197887,Obec Nová Ves u Světlé
v5gbuqa,00266108,Obec Nová Ves v Horách
567a268,00488224,Obec Nové Bránice
r5da3wx,00264113,Obec Nové Dvory
ssebtgn,00842231,Obec Nové Dvory
bubam27,00242870,Obec Nové Dvory
8y2buz4,00479080,Obec Nové Hamry
hgdaycs,00846538,Obec Nové Heřminovy
bvva46u,00270598,Obec Nové Hrady
qswed47,00583316,Obec Nové Hutě
dbtaxsw,00534919,Obec Nové Lublice
izcidtt,00269239,OBEC NOVÉ MĚSTO
phvbt8c,00257052,Obec Nové Mitrovice
cv7a2w3,00373532,Obec Nové Sady
u3eb4im,00842168,Obec Nové Sady
q3eazd8,66144540,Obec Nové Sedlice
eyabpv3,00265292,Obec Nové Sedlo
fkqbi7w,00290009,Obec Nové Syrovice
9i8apag,00672904,Obec Noviny pod Ralskem
58ua7xq,00266531,Obec Novosedlice
k4pbcdk,00283444,Obec Novosedly
xvwamy2,00251623,Obec Novosedly
cbebcdq,00247171,Obec Novosedly nad Nežárkou
x39b75d,00244171,Obec Nový Dům
jbxapuq,00876097,Obec Nový Dvůr
5r9bp78,00233650,Obec Nový Jáchymov
sizaysu,00599638,Obec Nový Jimramov
48qamhc,00254126,Obec Nový Kostel
m2dbigm,00572292,Obec Nový Kramolín
th6bycj,00303089,Obec Nový Malín
kgfaudp,00260789,Obec Nový Oldřichov
9zia536,00272892,OBEC NOVÝ PLES
pu6a2eu,00636797,Obec Nový Poddvorov
6ehb775,00600202,Obec Nový Přerov
w8bbugq,44026927,Obec Nový Šaldorf - Sedlešovice
rd8bta4,00378259,Obec Nový Telečkov
3xgb792,00240541,Obec Nový Vestec
4hdbzjk,00235598,Obec Nučice
433b2fy,00233668,OBEC NUČICE
y36akxg,00640816,Obec Nupaky
pm3b2z5,00492868,Obec Nýdek
329av4r,00599646,Obec Nyklovice
ae6a2yz,00637246,Obec Nýrov
xa8ak4q,00473863,Obec Občov
d3ab3px,00242918,Obec Obecnice
xpvaw4x,00488569,Obec Obědkovice
wcga6g4,00653471,OBEC OBĚDOVICE
5g7aqqu,00556360,Obec Obora
7zpbh5h,00258202,Obec Obora
9q3a2ur,00280712,Obec Obora
4ksbysj,00573698,Obec Obora
k5dbwag,00846520,Obec Oborná
qxqby7g,00242926,Obec Obory
pz5bgrd,00242934,Obec Obořiště
yczbcbj,00248746,Obec Obrataň
8ppbujx,00266116,Obec Obrnice
7vpannm,00509302,Obec Obrubce
ixva94g,00238384,Obec Obruby
auhbwvz,00237141,Obec Obříství
x66ayrc,00546739,Obec Obyčtov
wk2axch,00573574,Obec Obytce
ad4bsfe,00600041,Obec Ochoz
jvdb4vk,00282243,Obec Ochoz u Brna
bwgbzer,00600580,Obec Ochoz u Tišnova
pagazig,00378267,Obec Ocmanice
iw7ap7k,00275158,OBEC OČELICE
n9ebqzu,00556378,Obec Očihov
942asx3,00572802,Obec Odrava
stjarn7,00488062,Obec Odrovice
qgtam6t,00239518,Obec Odřepsy
7d2bwdj,00378275,Obec Odunec
kbybkm6,00235601,Obec Ohaře
jdha6yb,00578461,Obec Ohařice
jdebhbc,00578479,OBEC OHAVEČ
hn7awsr,00266540,Obec Ohníč
rdia9d8,00275166,OBEC OHNIŠOV
hntb762,00269255,OBEC OHNIŠŤANY
h6abk57,00275956,Obec Ohrazenice
dq3b524,00242942,Obec Ohrazenice
vwnbwac,00241491,Obec Ohrobec
qdzbi7s,00288543,Obec Ohrozim
aakb5jh,00378283,Obec Okarec
mdcasww,00673412,Obec Okna
8knajyn,00640751,OBEC OKOŘ
sgda85n,00262056,Obec Okounov
r47bqk5,00637254,Obec Okrouhlá
2txbnkq,00673447,Obec Okrouhlá
35hbw56,00583863,Obec Okrouhlá
dzzami6,00572691,Obec Okrouhlá
nz2j2v6,00666483,Obec Okrouhlá Radouň
cvzbpk7,00267953,Obec Okrouhlice
wqfawjf,00579998,Obec Okrouhlička
q9fap9c,00241504,OBEC OKROUHLO
u9cb5ru,00236284,Obec Okřesaneč
9xyanxj,48527459,Obec Okřešice
5qvakdg,00239526,Obec Okřínek
dkybkw8,00635669,Obec Olbramice
gumbnxt,60798416,Obec Olbramice
su5a8st,00573728,Obec Olbramov
8btbr5h,00232416,Obec Olbramovice
8kdbizu,00636428,Obec Oldřichov
hggamzp,00252620,Obec Oldřichov
6tfbi63,00481483,Obec Oldřichov v Hájích
jupbiyq,00568678,Obec Oldřichovice
kn6a46r,00277070,Obec Oldřiš
tifazbb,00300527,Obec Oldřišov
e76awun,00267970,Obec Olešenka
mizbs6d,00235610,Obec Oleška
sn7a7jn,00526070,Obec Oleško
hdxajzg,00244180,Obec Olešná
i3dawyb,00515761,Obec Olešná
miwb5hg,00233676,Obec Olešná
gqia5t2,00267988,Obec Olešná
ncsatff,00511986,Obec Olešná
7wpjd4d,00275964,Obec Olešnice
4qjanm9,00245283,Obec Olešnice
fiaa6uk,00269263,OBEC OLEŠNICE
rf6ay2e,00275182,OBEC OLEŠNICE
xyfapy9,00275174,Obec Olešnice v Orlických horách
r9ramzj,00245291,Obec Olešník
w6ua2z4,00280763,Obec Olomučany
dt3akbx,00234737,Obec Olovnice
97jauxa,00573582,Obec Olšany
g8sasc3,00303097,Obec Olšany
9d6ajay,00373851,Obec Olšany
6fjbgqp,00368067,Obec Olšany
kipbve6,00288560,Obec Olšany u Prostějova
384a9n3,00294977,Obec Olší
xzza64w,42634601,Obec Olší
rz3ascx,00636436,Obec Olšovec
wawapch,00583103,Obec Olšovice
a3ebiyu,00488232,Obec Omice
i7nate2,00246034,Obec Omlenice
7v7bu9n,00288578,Obec Ondratice
74wb52n,00240567,Obec Ondřejov
uy9aq65,00511277,Obec Ondřejov
372by5f,00236306,Obec Onomyšl
n2sa5vt,00511609,Obec Onšov
gnvay2i,00636894,Obec Onšov
fhzb5vu,00252638,Obec Opařany
42pawm8,00286346,Obec Opatov
vgfa46j,00277088,Obec Opatov
dq6btp2,00579602,Obec Opatovec
vuzbrhu,00488241,Obec Opatovice
u7vbca6,00301655,Obec Opatovice
imgby5p,00640379,Obec Opatovice I
kvsbqar,00274011,Obec Opatovice nad Labem
5e9biyh,00639702,Obec Oplany
ut4axhq,00636444,Obec Oplocany
c84bigt,00574147,Obec Oplot
tpkasyq,00239534,Obec Opočnice
fb6bsbj,00556386,Obec Opočno
umybiym,00239542,Obec Opolany
5t4a8ak,00378291,Obec Oponešice
2tcascr,00636452,Obec Oprostovice
r68ajzc,00244198,Obec Oráčov
4w7a9rd,00270636,Obec Orel
59qa46f,00279293,Obec Orlické Podhůří
x5ea6bu,00275204,OBEC ORLICKÉ ZÁHOŘÍ
e2za479,00279307,Obec Orličky
2t2bb9m,00249939,Obec Orlík nad Vltavou
eyga27y,00373541,Obec Orlovice
hbwbqk9,00241512,Obec Ořech
kcrbt7x,00545775,Obec Ořechov
bmbbcae,00282278,Obec Ořechov
g62axwm,00373869,Obec Ořechov
euvbqn6,00542300,Obec Ořechov
r6cansj,00473871,Obec Osečany
ystakha,00876046,Obec Oseček
3aia6c9,00275212,OBEC OSEČNICE
cgab43d,00233684,Obec Osek
ghqa7d5,00578487,Obec Osek
222amzf,00251631,Obec Osek
89say7c,00258954,Obec Osek
cwsbw6y,00511684,Obec Osek
g9gbb9v,00301680,Obec Osek nad Bečvou
u6bau6j,00257061,Obec Oselce
2t8apji,00653381,OBEC OSICE
bgfajkt,00287563,Obec Osíčko
xn4api6,00653390,OBEC OSIČKY
q28bm3d,00277100,Obec Osík
c29a6wj,00532134,Obec Osiky
8f7bb85,00303101,Obec Oskava
dnib32t,00239577,Obec Oskořínek
cggbgd8,00842524,Obec Oslavice
hs4b4kq,00378305,Obec Oslavička
prra27v,00636908,Obec Oslnovice
k9jb439,00249955,Obec Oslov
xnwbb89,00296279,Obec Osoblaha
cxua7pk,00233692,Obec Osov
nvmbb8c,00084409,Obec Osová Bítýška
yhaa8ra,00842532,Obec Osové
sspaufg,00378313,Obec Ostašov
5kkapxr,00282294,Obec Ostopovice
yzfa7md,00239585,Obec Ostrá
d4cbb8g,70910740,Obec Ostrata
5a3bb7q,00297046,Obec Ostravice
rgzed7i,00581828,Obec Ostrolovský Újezd
aw8bb75,00271900,Obec Ostroměř
cyfb3xg,00279315,Obec Ostrov
x75ajmy,00875775,Obec Ostrov
fbjav3k,00580007,Obec Ostrov
puaa473,15054268,Obec Ostrov
ir2awi8,00662925,Obec Ostrov
fkwawht,18246061,Obec Ostrov u Bezdružic
bcua832,00636827,Obec Ostrovánky
kisbi33,00249963,Obec Ostrovec
te5aprb,00573949,Obec Ostrovec-Lhotka
uhsbb7u,00291196,Obec Ostrožská lhota
jqhbb7y,00291200,Obec Ostrožská Nová Ves
nseaqb9,00636096,Obec Ostružná
pkka9ig,00578495,Obec Ostružno
rs3bgk5,00232424,Obec Ostředek
ymja47y,00274020,Obec Ostřešany
fgqapq2,43313841,Obec Ostřetice
f7ha9q8,00274038,Obec Ostřetín
brhbi37,00253651,Obec Osvračín
d45bjsb,00573612,Obec Ošelín
rcnbb6f,00288586,Obec Otaslavice
gsybh6b,00574317,Obec Otěšice
e55b3ff,00300543,Obec Otice
wkrbwdp,00295043,Obec Otín
b22awt9,00373877,Obec Otín
vb6a8qx,00288594,Obec Otinoves
yi2a27r,00488259,Obec Otmarov
sg6bgpg,00509795,Obec Otmíče
gjdbb6j,00292206,Obec Otnice
rj9bh68,00572268,Obec Otov
32vb7g2,00573272,Obec Otovice
7r4bb5t,00272914,OBEC OTOVICE
9eua47u,64782701,Obec Otradov
pvrbwnr,00254860,Obec Otročín
55cbi3r,00233714,Obec Otročiněves
mb7buqg,00262064,Obec Otvice
h57bxgc,00234745,Obec Otvovice
pp7aj3a,00242993,Obec Ouběnice
w5ya5sd,00401269,Obec Oucmanice
w35bmpz,00267996,Obec Oudoleň
6tcbvh6,00235628,Obec Ovčáry
hgybukr,00237159,Obec Ovčáry
jvjbf7f,00580015,Obec Ovesná Lhota
55fa8qr,00572667,Obec Ovesné Kladruby
y5fb249,00304140,Obec Oznice
jrjakqk,00640387,Obec Paběnice
75aaunc,00671967,Obec Paceřice
w4zbiwp,00287571,Obec Pacetluky
hbtb2xb,00255963,Obec Pačejov
tajbscs,00287580,Obec Pačlavice
pksakua,00640565,Obec Páleč
adzb4sg,00297054,Obec Palkovice
q4vbsuv,00303127,Obec Palonín
j7yaq69,00378321,Obec Pálovice
anxakaj,00532142,Obec Pamětice
ppbanuh,42634521,Obec Panenská Rozsíčka
5bubjri,00240583,Obec Panenské Břežany
g4kajja,00244201,Obec Panoší Újezd
2meaq5j,00373885,Obec Panské Dubenky
kmkam24,00251640,Obec Paračov
r6xbi2i,00636461,Obec Paršovice
j55a83w,00301701,Obec Partutovice
a6tbh7u,00572276,Obec Pařezov
mc3brx6,00572179,Obec Pasečnice
m7ibb52,00299316,Obec Paseka
8hnb5pt,00512010,Obec Paseky
gfaas2r,00580791,OBEC PASEKY NAD JIZEROU
hdnbi2n,00283461,Obec Pasohlávky
8kjawbr,00573108,Obec Pastuchovice
d9bbsj3,00279331,Obec Pastviny
n3dbz5q,00639711,Obec Pašinka
phdammb,00542326,Obec Pašovice
a7hb34q,00239593,Obec Pátek
p3sbmiv,00266124,Obec Patokryje
q34bja4,00293318,Obec Pavlice
unubf7c,00599654,Obec Pavlínov
5n2a4a5,00515922,Obec Pavlov
4kybb4e,00283479,Obec Pavlov
srqa9jv,00544418,Obec Pavlov
bkmasdk,00303135,Obec Pavlov
i6pa8ie,00286401,Obec Pavlov
rt2a3gt,00234770,Obec Pavlov
5f5bf78,00268011,Obec Pavlov
65nbgty,00508471,Obec Pavlovice
p6kaqhw,70891532,Obec Pavlovice u Kojetína
wyqbngz,00301710,Obec Pavlovice u Přerova
t4uby8v,00577073,Obec Pazderna
ue3bwvs,00234788,Obec Pchery
jx4bh7q,00572195,Obec Pec
9g4b58b,00477320,Obec Peč
b3wat2y,00509370,Obec Pěčice
czbby67,00243001,OBEC PEČICE
m7cbyt7,00275221,OBEC PĚČÍN
e7sb78x,00583120,Obec Pěčnov
urdbh7j,00572161,Obec Pelechy
rvzjds7,00262501,Obec Pěnčín
qc5bmy3,00288616,Obec Pěnčín
77mbjcq,00263095,Obec Pěnčín
s4ib3gn,00270661,Obec Perálec
uyaa6af,00283487,Obec Perná
ttpbb4h,00258229,Obec Pernarec
i2ebb4m,00254878,Obec Pernink
72rasn5,00599662,Obec Pernštejnské Jestřabí
985bb3v,00262072,Obec Perštejn
qndbyrb,00236331,Obec Pertoltice
decazs5,00671959,Obec Pertoltice
ds7an48,00672912,Obec Pertoltice pod Ralskem
cqcapcr,00275999,Obec Peřimov
itsaqyk,00673323,Obec Pesvice
7nvap8q,00876291,Obec Pětihosty
bgbedva,00509442,Obec Pětikozly
7w3bsgd,00262081,Obec Pětipsy
gzkb5ae,00238414,Obec Petkovy
2yba8pc,00842559,Obec Petráveč
y5qa333,00480975,Obec Petrohrad
efiaur4,00232475,Obec Petroupim
2jgbjd9,00285218,Obec Petrov
e5mauud,00241539,Obec Petrov
b2nb77i,00280801,Obec Petrov
c42pa2g,72054433,Obec Petrov nad Desnou
beka3hg,00279340,Obec Petrovice
uhpbnix,00576123,Obec Petrovice
z5ubnhe,00293326,Obec Petrovice
axtb8f4,00636771,Obec Petrovice
58jb6yw,00244228,Obec Petrovice
fvabb38,00243027,Obec Petrovice
63zbb2g,00266922,Obec Petrovice
9yrawhd,00378470,Obec Petrovice
r2xapjn,00269301,OBEC PETROVICE
rumbxqq,00236349,Obec Petrovice I
ux7bgmi,00236357,Obec Petrovice II
qnjbb35,00297585,Obec Petrovice u Karviné
i5mbxzs,00255971,Obec Petrovice u Sušice
p9zapqw,00578509,OBEC PETROVIČKY
76xazfw,68731957,Obec Petrůvka
tunawy7,00378488,Obec Petrůvky
hvmb6kx,00240591,Obec Petříkov
2wgbqkx,00581836,Obec Petříkov
ntpb6g4,00298263,Obec Petřvald
xe2b49s,00243035,Obec Pičín
ekkayrk,00599671,Obec Pikárec
2jab73e,69981264,Obec Pila
es8bjvm,00303151,Obec Písařov
a4ybz4h,70632430,Obec Písečná
6mebuay,00303160,Obec Písečná
hqua3ja,00279358,Obec Písečná
tbfbpjh,00842206,Obec Písečné
k5ab8mj,00247227,Obec Písečné
m44axss,00535982,Obec Písek
tvfa6iz,00269310,OBEC PÍSEK
hstjdvm,00239615,Obec Písková Lhota
wwgamfi,00509230,Obec Písková Lhota
mxrbstg,00666947,Obec Pístina
64va899,00239623,Obec Písty
mhfbb2q,00300560,Obec Píšť
dhrayz5,00476137,Obec Píšť
9ceaqug,00526789,Obec Píšťany
phsb6jf,00581844,Obec Pištín
bt2bk3f,00291234,Obec Pitín
kdwasdg,00288624,Obec Pivín
qahbwbv,00667765,Obec Pivkovice
6qqb5u2,00581852,Obec Planá
tddavbt,00373893,Obec Plandry
9z5b2b5,47733438,Obec Pláně
tnpedpf,00581861,Obec Plav
3wvbbz3,00637483,Obec Plaveč
y2zbnry,00512699,Obec Plavsko
sgabjgp,00262510,OBEC PLAVY
d9kativ,00238431,Obec Plazy
atmbznb,00580627,Obec Plch
gkcaw29,00640573,Obec Plchov
m96a3sa,00853992,Obec Plchovice
e9mbqba,00636916,Obec Plenkovice
m3fasz8,00512702,Obec Pleše
68aa8g7,00573078,Obec Plešnice
ar9avum,00234796,Obec Pletený Újezd
5inbh7f,00573841,Obec Plískov
8vqbjf2,00264164,Obec Ploskovice
q2cbquk,00247260,Obec Pluhův Žďár
k2camp8,00509019,Obec Plužná
4rcav72,00556394,Obec Pnětluky
ci7avpe,00258261,Obec Pňovany
uxbbjer,00635731,Obec Pňovice
ii2bksd,00239631,Obec Pňov-Předhradí
ktfazkd,00274062,Obec Poběžovice u Holic
k5ja9kd,00580473,Obec Poběžovice u Přelouče
2yhajz6,00244236,Obec Pochvalov
ny5ay4b,00253677,Obec Pocinovice
33rb4pr,00662933,Obec Počaply
ph3a7i9,00265373,Obec Počedělice
webanjf,00287601,Obec Počenice-Tetětice
7diapsh,00243060,Obec Počepice
7j9ayjk,00842281,Obec Počítky
8bfjdri,00556408,Obec Podbořanský Rohozec
4cpaj7t,00509809,Obec Podbrdy
2vsa6p5,00579319,OBEC PODBŘEZÍ
qapa9ms,00368679,Obec Podbřežice
fkta8uv,00545759,Obec Poděšín
sneaxzs,00572381,Obec Poděvousy
